id,artist,review_ids
802,black box recorder,"['741', '740', '742', '743']"
803,black breath,['16543']
804,black cat music,['744']
805,black cat orchestra,['5331']
806,black cilice,['20267']
807,black devil disco club,"['18616', '15365', '10400', '9722']"
808,black dice,"['16499', '12907', '10825', '752', '751', '750', '746', '745', '748']"
809,black dog and black sifichi,['753']
810,black eagle child,['15527']
811,black eyes,"['758', '757']"
812,black flag,['18763']
813,black forest/black sea,"['1082', '1081']"
814,black francis,"['14983', '14097', '11405', '10630']"
815,black host,['18085']
816,black kids,"['11617', '10743']"
817,black lips,"['19099', '15494', '12702', '10626', '9939']"
818,black lipstick,"['770', '769']"
819,black math horseman,['12958']
820,black meteoric star,['13231']
821,black milk,"['19822', '18615', '15987', '14619', '12451']"
822,black milk & nat turner,['21741']
823,black mold,['13365']
824,black moth super rainbow,"['21464', '17134', '13048', '12459', '10246']"
825,black mountain,"['21595', '16457', '14620', '11056', '1147', '1146']"
826,black prairie,['14232']
827,black pus,['17634']
828,black rain,['19678']
829,black rebel motorcycle club,"['17752', '14001', '12544', '10146', '773', '771']"
830,black sabbath,"['18165', '775']"
831,black spade,['11232']
832,black strobe,['10392']
833,black sunday,['1164']
834,black tambourine,['14074']
835,black to comm,"['16429', '13789']"
836,black tusk,"['21498', '14435']"
837,black twig pickers,"['20198', '17609']"
838,black-eyed snakes,"['756', '755']"
839,blackalicious,"['20890', '16956', '788', '787']"
840,blackout beach,"['17881', '16029', '12607', '1117']"
841,blackstrap,['11960']
842,blake babies,['789']
843,blake miller,['9769']
844,blakroc,['13747']
845,blanche,['1103']
846,blanche blanche blanche,"['17700', '16920']"
847,blanck mass,"['20459', '16930', '15572']"
848,blank dogs,"['15422', '14933', '13040']"
849,blank realm,"['18849', '17403']"
850,blanket music,"['794', '793']"
851,blaqstarr,['15088']
852,blawan,['20741']
853,bleached,"['21733', '17826']"
854,blectum from blechdom,['798']
855,bleeding rainbow,"['19018', '17593']"
856,blessed initiative,['22657']
857,blevin blectum,['12220']
858,blight,['9016']
859,blind man's colour,"['14132', '13225']"
860,blink-182,['22080']
861,blitzen trapper,"['18572', '15825', '14276', '12345', '11670', '10292', '1153']"
862,blk jks,['13401']
863,bloc party,"['21384', '18323', '16944', '13020', '12130', '9859', '1131', '1130', '1129']"
864,blockhead,"['1105', '1104']"
865,blonde redhead,"['22315', '19760', '14609', '10102', '807', '805', '804']"
866,blondes,"['20936', '18261', '16230', '14432']"
867,blondie,"['12058', '1198']"
868,blood ceremony,['18084']
869,blood meridian,"['11192', '9292']"
870,blood on the wall,"['11070', '1175']"
871,blood orange,"['22052', '18736', '15722']"
872,blood red shoes,['14932']
873,bloodiest,['21432']
874,bloodkin,['12768']
875,bloodyminded,['18744']
876,blossom toes,['10497']
877,blouse,"['18495', '15993']"
878,blowout,['22179']
879,blu,"['22171', '21155', '19297', '17794', '15429']"
880,blu & exile,['17017']
881,blue cheer,['11691']
882,blue daisy,['15877']
883,blue giant,['14471']
884,blue hawaii,['17549']
885,blue roses,['13335']
886,blue scholars,['10267']
887,blue sky black death,['15400']
888,blue states,['10997']
889,blue water white death,['14701']
890,bluegrazer,['1099']
891,blueline medic,['823']
892,blueprint,"['15368', '1161']"
893,blues control,"['16734', '16056', '13272']"
894,blues explosion,['4295']
895,blues goblins,['824']
896,blur,"['20539', '17068', '16877', '13168', '828', '830', '831']"
897,blut aus nord,"['22041', '19945', '17081', '16055']"
898,bnjmn,['15986']
899,bo anders persson,['19116']
900,bo ningen,['19949']
901,boards of canada,"['19832', '18104', '9051', '839', '838', '833', '837', '835']"
902,boardwalk,['18610']
903,boas,['840']
904,boat,"['17839', '15199', '13816', '10384']"
905,bob & gene,['9973']
906,bob desper,['14440']
907,bob drake,"['2443', '2442', '2441', '2440']"
908,bob dylan,"['22643', '22485', '21939', '21178', '20190', '18402', '17139', '15300', '14821', '13615', '12979', '12330', '10729', '9361', '2501', '2500']"
909,bob kimbell,['4831']
910,bob marley & the wailers,"['10969', '5674', '5673']"
911,bob mould,"['21776', '19404', '19051', '16981', '12913', '11125', '5447']"
912,bob weir,['22368']
913,bob wills and his texas playboys,"['12742', '9701']"
914,bobb trimble,['11634']
915,bobbie gentry,['3422']
916,bobby,['15555']
917,bobby and blumm,['14187']
918,bobby bare,['10584']
919,bobby bare jr.,['9516']
920,bobby birdman,"['717', '716']"
921,bobby charles,['16118']
922,bobby conn,"['10081', '1580', '1579', '1578']"
923,bobby creekwater,['12733']
924,bobby kapp,['22358']
925,bobby krlic,['22270']
926,bobby womack,"['16721', '11935']"
927,bodies of water,"['15529', '12021', '10464']"
928,boduf songs,"['17566', '14630', '12578', '9491', '1193']"
929,body/head,"['22598', '18471']"
930,bodyguard,['16346']
931,bogdan raczynski,"['6641', '6639', '6638']"
932,bohren & der club of gore,"['18870', '12448', '1170']"
933,bola,"['1072', '1071']"
934,boldy james,"['18647', '17798', '16491']"
935,bomb and mr. caribbean,['15556']
936,bomb the bass,['13981']
937,bomba estreo,['20662']
938,bombay bicycle club,"['18862', '15914', '14466']"
939,bombino,['21693']
940,bon iver,"['22420', '16863', '15551', '12581', '10709']"
941,bonde do rol,"['16761', '10952', '10296']"
942,bone sickness,['17941']
943,"bonnie ""prince"" billy and matt sweeney",['703']
944,bonnie prince billy,"['21591', '21473', '19844', '18650', '17797', '16855', '15886', '15670', '15163', '14088', '12859', '11549', '10934', '9419', '9268', '705', '704', '702', '698', '701', '700', '699']"
945,bonny billy,['697']
946,bonny billy and the picket line,['13803']
947,bonobo,"['17907', '853']"
948,boody & le1f,['17454']
949,boof,['20579']
950,boogarins,['18652']
951,boogie,"['22513', '20768']"
952,booka shade,"['14194', '12679', '11941', '11059', '1202']"
953,books on tape,['1190']
954,boom bip,"['15829', '10407', '860', '859', '858']"
955,boom box 2000,['862']
956,boosie badazz,"['21773', '21598', '21424', '20670']"
957,boots,"['21139', '19362']"
958,"borden, ferraro, godin, halo & lopatin",['15654']
959,bored nothing,['18018']
960,boredoms,"['12715', '10085', '9927', '11897', '11679', '11677', '865', '863']"
961,boris,"['21672', '19300', '16068', '15460', '14713', '14438', '11464', '9787', '9180', '1185', '11696']"
962,born gold,['17257']
963,born heller,['1109']
964,born ruffians,"['17908', '14299', '11189', '9506']"
965,bosco and jorge,"['874', '873']"
966,boscoe,['11644']
967,bosque brown,['12867']
968,bosse-de-nage,['16770']
969,boston spaceships,"['15693', '14656', '13554', '12916', '12490']"
970,botany,['21031']
971,botch,"['10489', '11895', '876']"
972,bottin,['13663']
973,bottle rockets,['1100']
974,bottom of the hudson,"['10350', '1077', '1076']"
975,bottomless pit,"['14682', '11086']"
976,bound stems,"['12207', '9422', '1191']"
977,bowerbirds,"['16359', '13312', '10353']"
978,bows,['891']
979,box elders,['13404']
980,boxcutter,['13139']
981,boxhead ensemble,['892']
982,boxstep,['894']
983,boy kill boy,['9129']
984,boyd rice,['5830']
985,boylion,['896']
986,boyracer,"['11876', '899', '898']"
987,br. danielson,['1113']
988,bracken,['9774']
989,brad fiedel,['21652']
990,brad laner,"['18723', '14550', '10862']"
991,brad mehldau,['5578']
992,braid,"['19502', '15697', '905']"
993,braids,"['20503', '18326', '15004']"
994,brakes,"['13698', '12849', '9667', '1173']"
995,brand new,"['22626', '1090']"
996,brand nubian,['1123']
997,brando,"['912', '913']"
998,brandon flowers,['20609']
999,brandon wiard,['8782']
1000,brandt brauer frick,['17887']
1001,brassy,['917']
1002,bratmobile,['919']
1003,brave irene,['15426']
1004,bravehearts,['1101']
1005,brazilian girls,"['12078', '9412', '1156']"
1006,brazos,['18140']
1007,breakfast in fur,['20144']
1008,breathe owl breathe,['14816']
1009,breather resist,['1141']
1010,brendan benson,"['16528', '13362', '657', '656', '655']"
1011,brendan benson and the wellfed boys,['654']
1012,brendan canning,"['22223', '18575']"
1013,brendan walls,['8573']
1014,brent hinds,['15521']
1015,brethren of the free spirit,['12825']
1016,breton,['16465']
1017,brett anderson,"['15862', '13761', '10039']"
1018,brian allen and jacob koller,['117']
1019,brian chippendale,['20047']
1020,brian eno,"['22714', '22061', '21743', '20032', '19984', '19539', '19313', '17303', '16005', '15598', '14828', '12151', '11733', '1064', '2808', '11732', '11731', '2794']"
1021,brian mcbride,"['14791', '5669']"
1022,brian posehn,['9358']
1023,brian reitzell,['19467']
1024,brian wilson,"['20367', '12155', '8781']"
1025,briana marela,['20923']
1026,bride of no no,['932']
1027,bright,['935']
1028,bright eyes,"['18787', '16532', '15111', '14035', '10095', '9963', '9549', '945', '11683', '940', '937', '936', '941', '942']"
1029,brightblack morning light,"['12240', '9154']"
1030,brigid mae power,['21971']
1031,brigitte fontaine,"['19022', '3143']"
1032,brilliant colors,"['15622', '13961']"
1033,british sea power,"['17820', '14981', '14908', '13160', '11152', '10984', '1080', '1079']"
1034,britt daniel,['940']
1035,britta phillips,"['21856', '8584']"
1036,broadcast,"['17492', '9344', '948', '947', '946']"
1037,broadcast and the focus group,['13560']
1038,brock van wey,['13499']
1039,brodinski,['16132']
1040,brokeback,"['17587', '950', '949', '951']"
1041,broken bells,"['18914', '15262', '13979']"
1042,broken family band,['1107']
1043,broken records,"['14745', '13322']"
1044,broken social scene,"['14200', '10676', '955', '954', '953', '952']"
1045,broken social scene presents: brendan canning,['12013']
1046,broken spindles,"['11687', '11685', '956']"
1047,broken water,['20416']
1048,brood ma,['21533']
1049,brooklyn rider,['14263']
1050,brookzill!,['22478']
1051,brother ali,"['16941', '13475', '12808', '10087', '1066']"
1052,brother jt,['962']
1053,brother reade,['10614']
1054,brothers and sisters,['12162']
1055,brothomstates,['963']
1056,brown recluse,['15597']
1057,bruce brubaker,['20672']
1058,bruce haack,"['22375', '14918']"
1059,bruce springsteen,"['22409', '22055', '21306', '18833', '16364', '14869', '12614', '10733', '7729', '7728', '7727']"
1060,bruces,"['978', '977']"
1061,bruno mars,['22634']
1062,bruno pronsato,['15550']
1063,brute,['981']
1064,bryan ferry,"['19981', '17383', '14782', '10375']"
1065,bryan scary,['11570']
1066,bryce dessner,"['22398', '20486', '19141', '18702']"
1067,bryce hackford,['18789']
1068,bubba sparxxx,['7852']
1069,buck 65,"['10883', '1070', '1069', '1067', '1068']"
1070,buckshot,"['13578', '11497', '1172']"
1071,buddy holly,['12642']
1072,buffalo daughter,"['1007', '1004']"
1073,buffalo tom,['1011']
1074,build an ark,['1148']
1075,built to spill,"['21096', '20362', '13541', '1016', '1015', '1013', '1014']"
1076,buke and gase,"['17563', '17189']"
1077,buke and gass,['14697']
1078,bullfrog,['1018']
1079,bullion,"['16673', '15896']"
1080,bully,['20484']
1081,bully fae,['22583']
1082,bumblebeez 81,['1115']
1083,bumps,['10360']
1084,bun b,"['14542', '11561', '1179']"
1085,bunky,['1144']
1086,bunnybrains,['1145']
1087,buraka som sistema,"['13814', '12577']"
1088,burial,"['22674', '18820', '17498', '16292', '15293', '10877', '9138']"
1089,burning airlines,"['1024', '1023']"
1090,burning star core,"['12482', '10231', '1195']"
1091,burning witch,['12137']
1092,burnside project,['1026']
1093,burnt friedman,['11089']
1094,burt bacharach,['1183']
1095,burzum,['16640']
1096,busdriver,"['13228', '9832', '1033', '1032', '1031']"
1097,busta rhymes,"['21397', '18840', '9123']"
1098,butthole surfers,"['11689', '1044', '1043']"
1099,"buzz ""king buzzo"" osborne",['19412']
1100,buzzcocks,"['19935', '15516', '11079', '1053', '1052', '1051']"
1101,bvdub,['15832']
1102,by the end of tonight,"['1128', '1127']"
1103,byard lancaster,['4944']
1104,c-rayz walz,"['8787', '8788']"
1105,c. spencer yeh,['18728']
1106,c.c.c.c.,['11043']
1107,cabaret voltaire,['19551']
1108,cadence weapon,"['16694', '11242', '1801', '1802']"
1109,caesars,"['1714', '1713']"
1110,caesura,['1215']
1111,caetano veloso,"['22255', '8430', '8429', '8427', '8428']"
1112,caf tacuba,['1724']
1113,cage,"['13309', '1820']"
1114,caithlin de marrais,['12521']
1115,caitlin cary,['1321']
1116,caitlin rose,['17796']
1117,cajun dance party,['12072']
1118,cakes da killa,['17684']
1119,calamalka,['1783']
1120,cale parks,"['13405', '12606', '9626']"
1121,calexico,"['20353', '17972', '17033', '16060', '12175', '1234', '4129', '1233', '1230', '1231', '1229']"
1122,califone,"['18438', '17330', '13491', '9479', '1243', '1239', '11697', '1235', '1240', '1241', '1242']"
1123,california x,"['20100', '17519']"
1124,call and response,"['1250', '1248', '1249']"
1125,call me lightning,['10063']
1126,call of the void,['17928']
1127,call super,['19734']
1128,calla,"['9873', '1253', '1251', '1252']"
1129,callers,"['14949', '12372']"
1130,calvin harris,['10798']
1131,calvin johnson,['4277']
1132,cam & china,['22204']
1133,cam'ron,"['16423', '16157', '13029', '10908', '9012', '1791']"
1134,camera obscura,"['18185', '12942', '9077', '1749', '1748']"
1135,camp cope,['22116']
1136,camp lo,"['18353', '10837']"
1137,camper van beethoven,"['17548', '12077', '1266', '1264']"
1138,can,"['16733', '16075', '10844', '11699', '11698', '1272', '1270', '1271']"
1139,cana,['20269']
1140,canada,['9377']
1141,candi staton,"['7742', '7741']"
1142,candida royalle,['22517']
1143,candiria,['22439']
1144,candy bars,['9393']
1145,candy claws,"['18204', '14518']"
1146,cankun,['17840']
1147,cannibal ox,"['20327', '1284']"
1148,canooooopy,['20038']
1149,cant,['15793']
1150,canyon,['1288']
1151,canyons,['16065']
1152,capgun coup,"['13912', '10796']"
1153,capillary action,"['15249', '11266', '1824']"
1154,capitol city dusters,['1290']
1155,capitol k,"['1293', '1292', '1291']"
1156,capsule,['18654']
1157,captain beefheart,"['19923', '16625', '1742']"
1158,captain murphy,['17482']
1159,car bomb,['17309']
1160,car seat headrest,"['21673', '21121']"
1161,cara stacey,['21114']
1162,carbon/silicon,['11164']
1163,carcass,['18360']
1164,cardia,['1302']
1165,cardinal,['16181']
1166,caribou,"['19762', '14824', '14714', '14157', '10559', '11880', '1804', '1805']"
1167,carissa's wierd,"['14915', '14422', '1784']"
1168,carl broemel,['22311']
1169,carl craig,"['18097', '13495', '11326', '11705', '1654', '1655']"
1170,carl hultgren,['19355']
1171,carl stone,"['22388', '12047']"
1172,carla bley,['21721']
1173,carla bozulich,['19167']
1174,carla dal forno,['22543']
1175,carla morrison,['21243']
1176,carlos giffoni,"['16276', '10295', '9867', '3686']"
1177,carlos nio & friends,['21778']
1178,carly rae jepsen,"['22354', '20898']"
1179,carmen villain,['17773']
1180,carol bui,['10779']
1181,carol kleyn,"['18555', '17015', '15659']"
1182,caroleen beatty,['3988']
1183,caroline,['1830']
1184,carolyn mark,"['13612', '10996', '5109']"
1185,carpet musics,['1316']
1186,carter tanton,"['21655', '16049']"
1187,carter tutti,['20231']
1188,carter tutti void,['16431']
1189,case studies,"['18161', '15764']"
1190,case/lang/veirs,['22024']
1191,casey dienel,['2641']
1192,casey veggies,['20893']
1193,cashmere cat,"['18953', '17408']"
1194,casino versus japan,['1334']
1195,casiokids,"['15934', '14303']"
1196,casiotone for the painfully alone,"['13012', '12821', '1338', '1336', '1337']"
1197,casper & the cookies,['13032']
1198,cass mccombs,"['22256', '21289', '18612', '16014', '15343', '13180', '10768', '5179', '5178']"
1199,cassetteboy,['1339']
1200,cassettes won't listen,['11513']
1201,cassie,['17902']
1202,cassie ramone,"['21307', '19768']"
1203,cassius,"['22321', '10804', '1341']"
1204,castanets,"['19556', '13474', '12306', '10828', '1775', '1774']"
1205,castevet,['18549']
1206,cat power,"['16984', '12504', '11064', '1346', '1345', '1344']"
1207,cat's eyes,['15397']
1208,catcall,"['16791', '7186']"
1209,cate le bon,"['21636', '18716', '16179', '14218']"
1210,catfish haven,"['12631', '9405', '1828']"
1211,cathedral,['18020']
1212,catherine howe,['9979']
1213,catherine irwin,['4132']
1214,catherine wheel,['1348']
1215,catheters,"['1351', '1350']"
1216,cats in paris,['12186']
1217,cats on fire,['14485']
1218,caural,"['1353', '1352']"
1219,cause co-motion!,['12348']
1220,caustic resin,"['1360', '1359', '1357']"
1221,caustic window,['19574']
1222,cavanaugh,['21239']
1223,cave,"['19773', '18631', '15921', '14250', '13071']"
1224,cave in,"['13941', '1364', '1363', '1361', '1362']"
1225,caveman,"['22068', '17901']"
1226,cavern of anti-matter,['21470']
1227,cayucas,['17946']
1228,cecil taylor,['20505']
1229,cedric im brooks,['1098']
1230,cee-lo green,"['17250', '14852', '9561', '1755']"
1231,ceej,['20406']
1232,celebration,"['15038', '10810', '1821']"
